C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53
62.41,53.334,25.61,60.181,22.947,44.497,32.588,43.205,51.629,40.578,17.082,50,0.26143,3626.2,4479.3,9.4153,27.268,42.1,2701,74.016,120.36,0.37342,80.078,48.127,2630.7,26.284,48.561,3095.7,23.379,66.25,246.86,342.81,94.612,77.467,32.533,8.7979,26.013,6.793,18.507,1.665,33.81,13.928,23.688,1.0977,18.615,2.2597,4.8537,2.3618,0.013089,0.84562,0.10019,52.721,43.244
62.64,53.167,25.886,62.913,22.652,44.582,35.275,46.268,51.851,41.511,17.635,50,0.25862,3612.5,4493.3,9.3566,26.75,42.319,2700.9,74.807,120.41,0.37273,79.922,49.04,2629.5,24.977,49.885,3095.8,23.166,66.258,246.95,342.88,94.744,76.885,32.533,8.7979,26.013,6.793,18.507,1.665,33.81,13.928,23.688,1.0977,18.615,2.2597,4.8537,2.3618,0.013089,0.84562,0.10019,52.721,43.244
63.45,53.915,22.925,59.98,22.511,41.74,41.422,44.786,52.049,40.276,17.756,50,0.2323,3682.7,4538,9.4869,26.724,42.135,2703.1,75.343,120.37,0.35234,79.973,51.129,2632.8,26.41,49.245,3097.6,23.108,66.247,247.35,343.34,94.543,77.282,32.593,8.836,25.88,6.8369,18.284,1.6547,33.092,13.876,23.913,1.2292,18.555,2.2993,4.9056,2.2805,0.013089,0.84562,0.10019,52.721,43.244
63.92,54.12,23.148,60.955,22.453,41.789,37.072,49.196,52.296,42.138,19.92,50,0.23004,3655.5,4520.9,9.4524,27.105,42.525,2705,73.927,120.42,0.35194,80.175,49.651,2634.1,25.443,51.15,3101.4,22.179,66.285,245.6,342.72,94.563,77.617,32.593,8.836,25.88,6.8369,18.284,1.6547,33.092,13.876,23.913,1.2292,18.555,2.2993,4.9056,2.2805,0.022757,0.82646,0.10372,54.394,43.441
63.47,54.661,21.947,64.14,22.012,40.906,38.598,50.959,52.265,41.342,17.158,50,0.22277,3663.2,4526.9,9.3831,26.422,42.426,2705.6,74.761,120.41,0.34883,80.155,50.169,2634.9,26.265,51.912,3102.6,23.345,66.333,247.82,342.56,94.406,77.51,32.713,8.9018,26.558,6.8785,18.663,1.6373,33.321,13.824,23.988,0.9749,18.685,2.2938,4.8904,2.2235,0.022757,0.82646,0.10372,54.394,43.441
63.23,54.625,22.136,59.699,22.464,41.324,33.522,48.325,52.189,41.816,18.7,50,0.22085,3677.2,4529.9,9.5902,26.728,42.416,2707.7,74.274,120.43,0.34541,80.225,48.444,2637.2,24.922,50.774,3103.5,22.682,66.385,250.51,342.78,94.583,77.724,32.713,8.9018,26.558,6.8785,18.663,1.6373,33.321,13.824,23.988,0.9749,18.685,2.2938,4.8904,2.2235,0.022757,0.82646,0.10372,54.394,43.441
63.20,53.885,20.403,62.092,22.823,40.187,39.925,51.128,52.532,41.099,14.157,50,0.20566,3659,4518.2,9.3702,27.391,42.611,2708.4,74.722,120.4,0.34364,80.242,50.62,2637.3,23.846,51.985,3102.8,24.604,66.441,248.47,343.06,94.362,77.267,32.447,8.7921,26.537,7.0731,18.704,1.6213,33.196,14.08,23.711,1.1003,17.996,2.2689,4.912,2.3125,0.022757,0.82646,0.10372,54.394,43.441
63.41,54.482,20.392,61.579,22.284,40.795,38.305,47.032,52.78,41.789,19.932,50,0.20578,3646.9,4468.3,9.3753,26.864,42.172,2707.5,73.8,120.43,0.33865,80.193,50.07,2636.1,26.063,50.215,3104,22.156,66.467,247.51,342.87,94.607,77.687,32.447,8.7921,26.537,7.0731,18.704,1.6213,33.196,14.08,23.711,1.1003,17.996,2.2689,4.912,2.3125,0.022757,0.82646,0.10372,54.394,43.441
62.09,53.515,22.577,63.224,22.736,43.934,43.57,48.071,52.116,40.643,16.487,50,0.22684,3619.3,4542,9.4199,27.269,42.507,2705.8,75.384,120.36,0.37057,80.069,51.859,2634.7,25.188,50.664,3102.7,23.62,66.465,251.28,342.88,94.537,77.248,32.292,8.8849,26.555,6.9229,19.159,1.6949,33.321,13.837,23.407,0.98207,18.581,2.2065,4.9022,2.3092,0.014395,0.8358,0.093363,53.512,44.501
62.01,54.372,22.349,62.785,22.497,43.885,37.029,46.534,52.284,41.184,15.552,50,0.22916,3623.7,4470.3,9.506,26.601,42.273,2707.5,74.829,120.4,0.37098,80.029,49.636,2636.7,25.455,50,3102.8,24.017,66.425,248.86,343.28,94.817,77.248,32.292,8.8849,26.555,6.9229,19.159,1.6949,33.321,13.837,23.407,0.98207,18.581,2.2065,4.9022,2.3092,0.014395,0.8358,0.093363,53.512,44.501
62.85,53.279,23.919,61.093,22.414,40.724,33.74,46.705,52.385,41.151,15.248,50,0.2394,3644.9,4466.1,9.5662,26.478,42.733,2709.1,74.565,120.39,0.34519,79.96,48.519,2638.5,24.29,50.074,3103.9,24.139,66.388,247.22,343.4,94.55,77.463,32.496,8.8766,26.05,6.8757,18.683,1.6786,33.311,13.738,23.947,1.2016,18.379,2.2575,4.8388,2.2954,0.014395,0.8358,0.093363,53.512,44.501
62.17,53.314,23.633,61.853,22.665,40.326,37.48,47.447,52.293,41.687,19.391,50,0.24231,3684.8,4463.2,9.4099,26.69,42.294,2713.7,75.466,120.41,0.34845,80.221,49.789,2642.7,24.793,50.395,3107.8,22.382,66.359,247.74,343.11,94.593,77.6,32.496,8.8766,26.05,6.8757,18.683,1.6786,33.311,13.738,23.947,1.2016,18.379,2.2575,4.8388,2.2954,0.014395,0.8358,0.093363,53.512,44.501
63.22,54.279,21.493,62.887,22.749,39.798,39.742,44.391,52.168,40.757,18.736,50,0.22029,3647,4478.2,9.4044,26.697,42.664,2713.8,75.014,120.39,0.33075,80.11,50.558,2643.9,25.869,49.074,3109.3,22.654,66.378,248.59,343.86,94.477,77.66,32.008,9.0041,26.296,6.9458,18.594,1.629,33.041,13.733,24.167,1.2985,18.221,2.262,4.8438,2.2888,0.014395,0.8358,0.093363,53.512,44.501
63.42,54.128,21.394,63.224,22.742,39.621,36.729,43.431,52.472,40.857,18.06,50,0.22129,3634.8,4490.8,9.4707,26.753,42.013,2713.4,74.941,120.4,0.3322,80.03,49.534,2643.3,24.548,48.659,3109.8,22.953,66.395,247.24,344.05,94.507,77.146,32.008,9.0041,26.296,6.9458,18.594,1.629,33.041,13.733,24.167,1.2985,18.221,2.262,4.8438,2.2888,0.016464,0.80859,0.11164,53.591,43.497
62.73,54.28,26.128,62.006,22.962,39.351,36.117,51.183,52.395,41.612,20.114,50,0.26626,3638.1,4498.4,9.4427,27.104,42.093,2716.7,74.777,120.42,0.33233,80.076,49.326,2645.9,22.981,52.009,3111.8,22.068,66.378,248.7,343.93,94.5,77.716,32.123,8.8963,26.805,6.8505,18.494,1.6918,33.169,13.715,24.389,1.2045,18.239,2.2666,4.8708,2.2672,0.016464,0.80859,0.11164,53.591,43.497
62.60,54.395,26.337,62.957,22.787,39.163,37.322,47.9,52.563,40.852,20.433,50,0.26413,3645.7,4488.8,9.4456,27.001,42.688,2717.3,75.182,120.4,0.33387,79.977,49.736,2646.2,26.385,50.59,3113.7,21.943,66.365,247.4,344.16,94.618,77.335,32.123,8.8963,26.805,6.8505,18.494,1.6918,33.169,13.715,24.389,1.2045,18.239,2.2666,4.8708,2.2672,0.016464,0.80859,0.11164,53.591,43.497
63.21,54.598,25.172,62.632,22.89,38.651,39.021,46.185,52.373,41.2,17.679,50,0.25636,3657.4,4495.5,9.4539,27.334,42.418,2716.9,74.388,120.4,0.33293,79.674,50.313,2645.3,25.069,49.849,3113,23.121,66.333,250.19,344.47,94.417,77.043,32.596,8.9297,26.491,6.9479,18.293,1.6502,32.872,13.659,24.386,1.2355,18.291,2.2682,4.8704,2.3339,0.016464,0.80859,0.11164,53.591,43.497
63.13,53.979,25.139,63.125,23.146,38.665,40.689,44.923,52.255,40.753,16.701,50,0.25669,3662.6,4547.2,9.4828,26.948,42.484,2718.7,76.025,120.41,0.33281,79.667,50.88,2647.8,24.962,49.304,3113.3,23.523,66.256,252.19,345.3,94.594,77.594,32.596,8.9297,26.491,6.9479,18.293,1.6502,32.872,13.659,24.386,1.2355,18.291,2.2682,4.8704,2.3339,0.016464,0.80859,0.11164,53.591,43.497
61.94,54.503,20.124,61.798,23.542,37.531,36.077,47.199,51.866,42.171,18.159,50,0.21256,3681,4550.1,9.3748,26.773,42.54,2722.1,74.968,120.39,0.32816,79.929,49.312,2652.9,26.163,50.287,3114.3,22.899,66.263,249.14,345.44,94.397,77.615,31.952,8.7295,26.819,6.8633,18.733,1.6387,33.327,13.727,23.72,1.1598,18.091,2.2695,4.9276,2.2226,0.05213,0.79458,0.082824,53.231,43.734
62.45,54.56,20.755,63.177,23.729,38.427,35.862,45.007,51.632,41.037,19.905,50,0.20613,3651.4,4545.4,9.4346,27.122,42.426,2723.2,75.613,120.39,0.32082,79.905,49.239,2653.2,24.099,49.34,3115.1,22.164,66.272,248.87,345.65,94.531,77.498,31.952,8.7295,26.819,6.8633,18.733,1.6387,33.327,13.727,23.72,1.1598,18.091,2.2695,4.9276,2.2226,0.05213,0.79458,0.082824,53.231,43.734
62.75,53.805,26.4,63.449,23.549,38.696,37.17,44.003,51.447,41.925,16.929,50,0.27146,3675.9,4521.9,9.2945,27.155,42.284,2724,74.508,120.42,0.3318,79.966,49.684,2654.3,24.612,48.906,3119.1,23.413,66.274,248.07,345.48,94.362,77.471,32.971,8.8138,27.018,6.8517,18.82,1.6215,33.293,13.582,23.87,1.2208,17.809,2.3172,4.691,2.3137,0.05213,0.79458,0.082824,53.231,43.734
62.89,53.676,26.456,61.561,23.189,38.972,34.453,47.117,51.404,42.124,19.551,50,0.27089,3667.4,4532.6,9.524,26.537,42.11,2724.8,75.494,120.42,0.32954,79.825,48.761,2654.1,25.21,50.252,3117.9,22.31,66.257,245.69,345.26,94.473,77.357,32.971,8.8138,27.018,6.8517,18.82,1.6215,33.293,13.582,23.87,1.2208,17.809,2.3172,4.691,2.3137,0.05213,0.79458,0.082824,53.231,43.734
62.49,53.829,16.39,61.135,23.494,36.67,32.097,44.585,50.922,41.189,17.879,50,0.17053,3697.9,4501.9,9.3676,26.827,42.222,2720.6,75.872,120.38,0.3146,79.463,47.96,2649.8,23.651,49.158,3114.1,23.044,66.142,248.3,345.39,94.584,76.814,32.235,8.9014,26.764,6.8717,18.628,1.6331,33.61,13.826,24.158,1.2389,18.036,2.2636,4.7948,2.2578,0.05213,0.79458,0.082824,53.231,43.734
62.72,53.975,16.562,62.028,23.607,36.996,35.201,49.338,50.601,41.278,16.029,50,0.16879,3684.4,4489.7,9.4051,27.017,42.375,2718.7,75.636,120.4,0.31193,79.368,49.015,2648.8,25.593,51.211,3112,23.827,66.014,244.48,345.37,94.565,77.038,32.235,8.9014,26.764,6.8717,18.628,1.6331,33.61,13.826,24.158,1.2389,18.036,2.2636,4.7948,2.2578,0.0091065,0.79894,0.090467,53.427,43.948
63.29,54.024,23.329,61.639,23.894,39.896,35.326,48.332,50.25,40.905,15.851,50,0.23372,3642.4,4525.9,9.3098,27.123,42.693,2723,75.584,120.39,0.3402,79.739,49.057,2653.6,25.561,50.777,3114.6,23.879,65.967,243.63,345.82,94.433,77.667,32.657,8.7229,26.579,6.8546,18.228,1.6468,33.845,13.64,24.305,1.182,18.003,2.2424,4.7415,2.1808,0.0091065,0.79894,0.090467,53.427,43.948
62.76,54.23,23.087,60.634,23.836,39.522,37.37,45.419,49.965,41.638,16.447,50,0.23618,3673.4,4508.7,9.4346,27.029,42.483,2725,74.721,120.42,0.34326,79.953,49.752,2655.7,25.269,49.518,3116.3,23.622,66.007,242.01,345.54,94.53,77.526,32.657,8.7229,26.579,6.8546,18.228,1.6468,33.845,13.64,24.305,1.182,18.003,2.2424,4.7415,2.1808,0.0091065,0.79894,0.090467,53.427,43.948
63.06,54.328,19.046,62.415,23.577,37.509,35.257,45.961,49.681,41.532,19.258,50,0.19027,3665.4,4587.5,9.3111,26.573,42.494,2722.5,75.6,120.39,0.31804,79.687,49.034,2651.8,23.874,49.753,3114.8,22.451,66.019,240.37,345.43,94.493,77.136,32.371,8.8412,26.443,7.04,18.366,1.6259,33.217,13.751,24.233,1.3189,18.157,2.2182,4.7383,2.2184,0.0091065,0.79894,0.090467,53.427,43.948
63.29,54.712,18.788,62.368,23.364,37.339,33.338,47.836,49.564,40.852,18.098,50,0.19288,3652.4,4555.4,9.3839,26.602,42.554,2721.6,74.78,120.4,0.31943,79.64,48.382,2651.6,22.268,50.563,3114.7,22.945,65.963,236.91,345.39,94.557,77.006,32.371,8.8412,26.443,7.04,18.366,1.6259,33.217,13.751,24.233,1.3189,18.157,2.2182,4.7383,2.2184,0.0091065,0.79894,0.090467,53.427,43.948
62.04,54.255,21.195,62.236,23.31,38.881,34.962,47.366,48.872,41.073,19.002,50,0.217,3626.9,4571.8,9.2937,26.72,41.967,2721.3,75.384,120.37,0.32959,79.541,48.934,2651.7,22.972,50.359,3113.4,22.572,65.868,240.45,345.27,94.726,77.015,32.569,8.8768,26.632,6.9578,18.866,1.6013,33.613,13.487,24.775,1.2679,17.845,2.2601,4.7347,2.2901,0.026078,0.78864,0.096676,54.474,43.996
61.86,54.884,21.377,60.289,23.314,38.278,37.501,43.549,48.737,40.361,20.069,50,0.21515,3637,4519.3,9.5873,26.691,42.081,2721.6,75.221,120.37,0.33454,79.401,49.796,2650,26.289,48.71,3113.5,22.133,65.756,237.5,344.61,94.706,77.003,32.569,8.8768,26.632,6.9578,18.866,1.6013,33.613,13.487,24.775,1.2679,17.845,2.2601,4.7347,2.2901,0.026078,0.78864,0.096676,54.474,43.996
62.82,53.849,19.222,59.611,23.474,35.153,37.603,45.974,48.378,40.405,14.864,50,0.19294,3617.1,4505.5,9.3474,26.718,42.24,2723.9,75.195,120.4,0.2997,79.552,49.831,2652.9,24.868,49.758,3115.8,24.318,65.693,237.11,345.13,94.818,77.341,32.339,8.8499,26.946,6.9558,17.79,1.6405,32.856,13.848,24.505,1.2495,18.279,2.2513,4.7915,2.2011,0.026078,0.78864,0.096676,54.474,43.996
62.64,53.302,19.095,62.118,23.789,34.889,38.289,46.595,48.031,40.757,17.445,50,0.19423,3627.1,4551.2,9.3909,27.122,42.614,2725.6,75.238,120.41,0.30186,79.744,50.064,2654.7,24.66,50.026,3116.7,23.224,65.676,236.54,345.07,94.574,77.325,32.339,8.8499,26.946,6.9558,17.79,1.6405,32.856,13.848,24.505,1.2495,18.279,2.2513,4.7915,2.2011,0.026078,0.78864,0.096676,54.474,43.996
63.09,54.876,21.059,63.584,23.441,39.621,44.574,46.686,47.967,40.75,17.686,50,0.21306,3598.3,4646.6,9.2926,26.981,42.49,2725.7,74.794,120.4,0.34034,79.719,52.2,2654.8,23.845,50.066,3117.9,23.13,65.681,232.81,344.5,94.703,77.158,32.849,8.8715,26.732,6.775,18.093,1.6155,32.98,13.75,24.421,1.02,18.049,2.2358,4.6395,2.2714,0.026078,0.78864,0.096676,54.474,43.996
62.69,55.366,21.248,60.375,22.743,40.083,42.048,47.885,47.281,41.042,14.985,50,0.21114,3621.2,4605.7,9.3715,26.639,42.371,2724.6,75.351,120.4,0.33655,79.54,51.342,2653.1,24.755,50.584,3119.9,24.269,65.616,232.29,344.16,94.61,77.126,32.849,8.8715,26.732,6.775,18.093,1.6155,32.98,13.75,24.421,1.02,18.049,2.2358,4.6395,2.2714,0.022079,0.79665,0.095331,53.502,43.926
63.53,54.934,15.724,60.148,23.44,38.616,36.336,43.555,46.944,40.948,18.225,50,0.16025,3665.6,4591.5,9.4264,26.971,42.37,2726.2,74.81,120.4,0.32686,79.723,49.401,2655.7,25.926,48.713,3120.7,22.896,65.538,230.05,344.31,94.696,77.444,32.275,8.7922,26.89,6.8583,18.803,1.6435,33.086,13.76,24.668,1.0177,17.986,2.2536,4.7485,2.3469,0.022079,0.79665,0.095331,53.502,43.926
63.00,55.144,15.927,62.816,23.081,38.867,39.361,48.206,46.503,41.337,19.339,50,0.15818,3696.6,4573.9,9.3796,26.702,42.132,2722.7,74.85,120.4,0.3248,79.584,50.428,2652.7,25.348,50.722,3118.2,22.443,65.513,228.97,343.87,94.527,76.951,32.275,8.7922,26.89,6.8583,18.803,1.6435,33.086,13.76,24.668,1.0177,17.986,2.2536,4.7485,2.3469,0.022079,0.79665,0.095331,53.502,43.926
63.32,54.656,21.055,61.744,23.073,38.75,40.452,44.968,46.177,40.905,15.803,50,0.20936,3638.9,4473.6,9.407,27.302,42.154,2720.7,75.021,120.39,0.32712,79.503,50.799,2650,24.046,49.323,3115.9,23.932,65.431,226.66,342.91,94.616,77.153,31.912,8.8899,27.187,6.7183,18.712,1.6693,33.313,13.707,24.391,1.29,17.873,2.2637,4.7525,2.2751,0.022079,0.79665,0.095331,53.502,43.926
62.70,54.106,20.837,61.383,23.051,39.023,40.295,50.072,45.873,41.09,19.076,50,0.21158,3674.9,4519.5,9.4285,26.886,42.665,2721,75.742,120.39,0.32488,79.553,50.746,2649.3,25.053,51.529,3115.3,22.562,65.358,224.12,342.98,94.617,77.024,31.912,8.8899,27.187,6.7183,18.712,1.6693,33.313,13.707,24.391,1.29,17.873,2.2637,4.7525,2.2751,0.022079,0.79665,0.095331,53.502,43.926
63.32,54.032,24.346,61.722,22.558,37.727,31.346,44.786,45.36,41.138,19.636,50,0.24806,3715.7,4544.6,9.2421,26.852,42.417,2719.7,76.048,120.41,0.32268,79.591,47.705,2648.8,23.872,49.245,3116.3,22.328,65.3,225.39,342.3,94.607,77.052,32.096,8.8228,26.855,6.9946,18.747,1.6658,33.501,13.689,24.645,1.3183,18.185,2.2692,4.7859,2.2416,0.038364,0.80179,0.11804,53.549,44.686
63.61,54.003,24.554,62.008,22.938,38.023,39.563,45.019,45.13,40.82,17.016,50,0.24594,3698.5,4547,9.4264,26.843,42.757,2720.8,75.174,120.42,0.32025,79.709,50.497,2649.9,23.949,49.345,3115.3,23.421,65.267,222.7,342.44,94.468,77.486,32.096,8.8228,26.855,6.9946,18.747,1.6658,33.501,13.689,24.645,1.3183,18.185,2.2692,4.7859,2.2416,0.038364,0.80179,0.11804,53.549,44.686
62.15,54.116,22.736,60.01,22.577,37.506,42.017,45.179,44.837,40.726,20.174,50,0.23259,3644.2,4531.3,9.4537,26.932,42.584,2719.2,75.586,120.39,0.31906,79.805,51.331,2648.1,24.201,49.414,3116.8,22.102,65.245,220.69,342.03,94.601,76.997,31.641,8.8257,26.606,6.9295,18.174,1.639,33.086,13.644,24.533,1.3313,17.781,2.2545,4.7675,2.2478,0.038364,0.80179,0.11804,53.549,44.686
62.99,53.923,22.893,59.401,22.853,37.545,33.923,40.08,44.55,40.351,16.778,50,0.231,3594.9,4547.4,9.3895,26.826,42.159,2719.2,76.2,120.38,0.31874,79.666,48.581,2648.6,23.391,47.211,3113.2,23.53,65.222,218.65,342.68,94.731,77.258,31.641,8.8257,26.606,6.9295,18.174,1.639,33.086,13.644,24.533,1.3313,17.781,2.2545,4.7675,2.2478,0.038364,0.80179,0.11804,53.549,44.686
62.69,54.845,27.624,58.629,22.979,37.339,37.529,47.447,43.989,41.737,18.196,50,0.27769,3641.5,4592.1,9.3023,27.058,42.363,2721.1,75.276,120.4,0.3088,79.702,49.806,2650.3,23.763,50.395,3115.8,22.935,65.171,219.71,342.45,94.651,77.198,32.29,8.9257,27.123,6.7622,18.546,1.6778,32.43,13.67,24.463,1.2608,18.249,2.1853,4.7414,2.3255,0.038364,0.80179,0.11804,53.549,44.686
61.99,55.109,27.296,60.015,23.029,37.071,35.922,44.447,43.624,40.24,19.985,50,0.28103,3682.2,4570,9.214,26.963,42.09,2721.5,75.865,120.39,0.31099,79.624,49.26,2650.2,24.653,49.098,3116.5,22.199,65.122,219.33,342.29,94.656,76.785,32.29,8.9257,27.123,6.7622,18.546,1.6778,32.43,13.67,24.463,1.2608,18.249,2.1853,4.7414,2.3255,0.020183,0.82521,0.10941,54.272,43.617
63.89,54.648,21.589,61.116,22.351,37.5,35.829,45.68,43.405,41.374,18.282,50,0.21798,3658.7,4538.2,9.2906,26.763,42.606,2718.3,75.145,120.42,0.31114,79.552,49.228,2646.9,26.461,49.631,3115.3,22.921,65.045,216.95,341.99,94.755,76.887,32.134,8.9565,26.807,6.7976,18.112,1.6263,32.534,13.906,24.762,1.2226,18.02,2.2414,4.7349,2.1902,0.020183,0.82521,0.10941,54.272,43.617
63.67,54.209,21.49,62.775,22.611,37.127,34.231,48.011,43.184,41.382,16.706,50,0.219,3671.5,4574.8,9.2036,26.849,42.205,2717.9,75.655,120.41,0.3142,79.696,48.685,2647.9,25.049,50.638,3114,23.566,64.957,214.61,342.06,94.437,77.47,32.134,8.9565,26.807,6.7976,18.112,1.6263,32.534,13.906,24.762,1.2226,18.02,2.2414,4.7349,2.1902,0.020183,0.82521,0.10941,54.272,43.617
63.32,55.048,22.827,61.923,22.517,40.059,37.899,48.024,42.886,41.417,18.489,50,0.23517,3679.8,4600.1,9.3978,26.98,42.062,2719,75.672,120.39,0.34153,79.939,49.932,2647.5,25.14,50.644,3115.1,22.83,65.001,213.09,341.19,94.692,76.675,32.16,8.8639,27.027,6.7085,18.414,1.6365,32.693,13.864,24.784,1.0498,18.616,2.2416,4.7216,2.2102,0.020183,0.82521,0.10941,54.272,43.617
63.18,55.297,22.917,61.797,22.671,40.224,38.021,45.455,42.621,41.225,17.28,50,0.23427,3687.5,4579.3,9.1856,26.982,42.283,2714.9,75.408,120.41,0.34018,79.695,49.973,2644.6,24.308,49.534,3112,23.337,64.945,211.26,341.33,94.479,77.092,32.16,8.8639,27.027,6.7085,18.414,1.6365,32.693,13.864,24.784,1.0498,18.616,2.2416,4.7216,2.2102,0.020183,0.82521,0.10941,54.272,43.617
64.31,54.822,22.768,60.571,22.339,39.741,37.861,48.084,42.717,40.815,17.978,50,0.23168,3674.5,4564.2,9.2994,27.017,42.576,2711.4,76.333,120.4,0.33564,79.556,49.919,2640.2,25.477,50.67,3109.8,23.067,64.905,211.69,340.71,94.646,76.559,32.371,8.9044,26.88,6.7529,18.81,1.6625,32.732,13.802,24.56,1.1595,18.387,2.2653,4.8125,2.2651,0.014389,0.83918,0.076549,54.061,43.834
64.08,55.306,22.783,61.117,22.27,40.047,39.914,46.589,42.436,41.971,17.507,50,0.23152,3688.1,4523.7,9.165,26.958,42.306,2710,75.94,120.43,0.33312,79.658,50.616,2638.9,25.044,50.024,3108.1,23.254,64.834,212.82,339.87,94.662,77.191,32.371,8.9044,26.88,6.7529,18.81,1.6625,32.732,13.802,24.56,1.1595,18.387,2.2653,4.8125,2.2651,0.014389,0.83918,0.076549,54.061,43.834
63.72,54.565,20.744,60.375,21.871,39.504,41.117,47.812,42.42,40.431,16.858,50,0.20975,3694.7,4506.8,9.1918,27.219,42.472,2708.6,75.266,120.39,0.32401,79.946,51.025,2637.1,25.821,50.552,3107.3,23.523,64.841,210.96,339.56,94.593,77.102,32.406,8.846,26.521,6.813,19.103,1.6154,32.694,13.829,24.312,1.4614,18.464,2.2329,4.7391,2.2969,0.014389,0.83918,0.076549,54.061,43.834
63.39,54.069,20.636,60.134,21.729,39.049,41.696,51.226,42.303,40.816,15.6,50,0.21085,3713.9,4548.2,9.2778,26.982,42.49,2705.2,75.859,120.38,0.32774,79.912,51.222,2633.5,25.253,52.028,3104.1,24.055,64.887,210.2,338.94,94.594,77.164,32.406,8.846,26.521,6.813,19.103,1.6154,32.694,13.829,24.312,1.4614,18.464,2.2329,4.7391,2.2969,0.014389,0.83918,0.076549,54.061,43.834
63.66,54.115,20.099,59.433,21.371,39.293,39.116,47.425,42.235,40.684,17.597,50,0.20545,3672.9,4481.9,9.3193,26.726,41.957,2703.1,75.302,120.38,0.33166,80.05,50.345,2631.3,24.382,50.385,3104,23.213,64.923,208.88,338.11,94.58,77.11,31.92,8.9809,26.624,6.9808,19.124,1.6565,32.798,13.769,24.561,1.3109,18.38,2.2493,4.7691,2.2248,0.014389,0.83918,0.076549,54.061,43.834
63.10,53.685,20.396,60.644,21.461,39.72,35.833,45.262,42.406,41.07,16.379,50,0.20243,3705.3,4517.8,9.2009,26.919,41.854,2699.9,75.502,120.4,0.32816,80.09,49.23,2628.9,25.714,49.45,3100.6,23.72,64.938,208.78,337.95,94.787,77.359,31.92,8.9809,26.624,6.9808,19.124,1.6565,32.798,13.769,24.561,1.3109,18.38,2.2493,4.7691,2.2248,0.018378,0.85826,0.094616,52.686,44.581
62.24,53.654,24.951,59.754,21.757,38.728,36.366,43.086,42.321,41.216,14.981,50,0.25057,3668.8,4511.2,9.361,26.993,42.504,2700.3,75.129,120.37,0.32284,80.207,49.411,2629.2,23.704,48.51,3100.1,24.318,64.971,209.34,337.39,94.686,76.953,31.391,8.9583,26.628,6.8898,18.781,1.6797,32.417,13.779,24.244,1.2193,18.484,2.2699,4.8299,2.3295,0.018378,0.85826,0.094616,52.686,44.581
62.75,54.529,25.006,58.945,21.349,38.91,36.557,48.846,42.254,40.708,16.047,50,0.25001,3639.4,4438.1,9.3184,27.102,42.073,2699.8,75.88,120.41,0.32134,80.097,49.476,2627.4,24.403,50.999,3099.8,23.871,65.001,209.69,336.68,94.951,76.98,31.391,8.9583,26.628,6.8898,18.781,1.6797,32.417,13.779,24.244,1.2193,18.484,2.2699,4.8299,2.3295,0.018378,0.85826,0.094616,52.686,44.581
62.65,54.118,30.35,59.321,21.247,38.755,31.724,44.828,42.136,41.082,18.474,50,0.30913,3688.9,4540.3,9.2304,26.677,41.532,2701.8,75.163,120.41,0.32425,80.284,47.833,2629.1,26.55,49.263,3102.9,22.829,65.005,210.61,336.93,94.68,77.539,32.104,9.1046,26.856,7.0165,18.961,1.637,32.294,13.826,24.041,1.4031,18.899,2.2423,4.8388,2.2888,0.018378,0.85826,0.094616,52.686,44.581
63.34,53.866,30.194,60.541,20.693,38.918,38.277,49.215,42.117,40.803,17.688,50,0.31072,3648.3,4561.4,9.2647,26.917,42.502,2701.2,74.749,120.4,0.32292,80.302,50.06,2628.6,23.706,51.158,3104.5,23.165,65.044,210.38,336.74,94.867,77.214,32.104,9.1046,26.856,7.0165,18.961,1.637,32.294,13.826,24.041,1.4031,18.899,2.2423,4.8388,2.2888,0.018378,0.85826,0.094616,52.686,44.581
63.10,54.177,23.954,60.008,21.125,39.915,36.934,43.748,42.695,39.873,20.33,50,0.24537,3593.9,4497.3,9.1989,27.056,42.511,2699.1,75.655,120.38,0.3247,80.261,49.604,2626.9,24.38,48.796,3102,22.06,65.09,209.2,336.89,94.609,77.007,31.642,8.9811,26.792,6.9542,19.282,1.6459,32.399,13.711,24.405,1.2316,19.085,2.2343,4.7525,2.2196,0.029679,0.88064,0.10016,53.088,43.556
62.55,53.958,24.157,62.962,21.303,39.649,37.754,47.93,42.582,40.468,14.427,50,0.24331,3625.8,4515.6,9.2805,26.885,42.175,2699.4,75.417,120.4,0.32688,80.199,49.883,2626.1,24.52,50.603,3098.9,24.548,65.06,212.58,337.29,95.13,77.107,31.642,8.9811,26.792,6.9542,19.282,1.6459,32.399,13.711,24.405,1.2316,19.085,2.2343,4.7525,2.2196,0.029679,0.88064,0.10016,53.088,43.556
62.02,53.354,28.96,60.63,21.27,37.953,37.628,48.085,42.662,41.539,16.986,50,0.29027,3682.7,4495.2,9.2468,27.156,42.516,2699.1,75.944,120.42,0.31497,80.227,49.84,2626.5,25.554,50.67,3100.1,23.477,65.071,213.74,336.73,94.663,76.914,31.775,8.7401,26.249,6.7818,19.001,1.6429,32.116,13.887,24.076,1.2585,19.306,2.2479,4.8558,2.3389,0.029679,0.88064,0.10016,53.088,43.556
